fiesta,fiestaLabel,locationLabel
http://www.wikidata.org/entity/Q20548926,Festa do gaiteiro de Soutelo de Montes,Forcarey
http://www.wikidata.org/entity/Q23660970,Fiesta del Botillo,O Barco de Valdeorras
http://www.wikidata.org/entity/Q23660973,Carnaval de Cobres,Vilaboa
http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Santiago de Compostela
http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Touro
http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Boqueijón
http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Villa de Cruces
http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Silleda
http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Vedra
http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,La Estrada
http://www.wikidata.org/entity/Q23660979,Carnaval del Ulla-Carnaval de los Generales,Teo
http://www.wikidata.org/entity/Q23660997,Carnaval de Maceda,Maceda
http://www.wikidata.org/entity/Q23661019,Festa da Androlla e O Entroido,Viana del Bollo
http://www.wikidata.org/entity/Q23661091,Folión del Carnaval de Manzaneda,Manzaneda
http://www.wikidata.org/entity/Q23661130,Fiesta del Lacón con Grelos,Cuntis
http://www.wikidata.org/entity/Q23661143,Fiesta del Erizo de Cervo,Cervo
http://www.wikidata.org/entity/Q23661249,Fiesta de las Pepitas,Ferrol
http://www.wikidata.org/entity/Q23661265,Fiesta de la Reconquista de Vigo,Vigo
http://www.wikidata.org/entity/Q23661280,Encuentro degustación de Millo Corvo,Bueu
http://www.wikidata.org/entity/Q23661299,Fiesta de la Ostra de Arcade,Sotomayor
http://www.wikidata.org/entity/Q23661316,Fiesta del Santísimo Cristo,Finisterre
http://www.wikidata.org/entity/Q23661324,Muestra del Encaje,Camariñas
http://www.wikidata.org/entity/Q23661359,Fiesta do Requeixo e do Mel,As Neves
http://www.wikidata.org/entity/Q23661374,Feria del Vino de Amandi,Sober
http://www.wikidata.org/entity/Q23661376,Fiestas de San Telmo,Tuy
http://www.wikidata.org/entity/Q23661377,Fiesta de la Lamprea,Arbo
http://www.wikidata.org/entity/Q23661379,Exposición y Exaltación del vino de O Ribeiro,Ribadavia
http://www.wikidata.org/entity/Q23661382,Feria de la Trucha,A Pontenova
http://www.wikidata.org/entity/Q23661386,Fiesta de los Mayos,Orense
http://www.wikidata.org/entity/Q23661388,Fiesta de la Trucha,Oroso
http://www.wikidata.org/entity/Q23661400,Fiesta del Melindre y de la Repostería Tradicional,Melide
http://www.wikidata.org/entity/Q23661415,Muestra de aceite de Quiroga,Quiroga
http://www.wikidata.org/entity/Q23661429,Romería Etnográfica Raigame de Vilanova dos Infantes,Celanova
http://www.wikidata.org/entity/Q23661446,Fiesta del Salmón,La Estrada
http://www.wikidata.org/entity/Q23661448,Fiesta de la Trucha,Puentecaldelas
http://www.wikidata.org/entity/Q23661451,Fiesta del Gallo de Corral,Villa de Cruces
http://www.wikidata.org/entity/Q23661454,Festa do Peixe,Bande
http://www.wikidata.org/entity/Q23661460,Alfombras florales del Corpus Christi,Ares
http://www.wikidata.org/entity/Q23661462,Ofrenda del Reino de Galicia al Santísimo Sacramento de Lugo,Lugo
http://www.wikidata.org/entity/Q23661464,Fiesta de la Rosa,Mos
http://www.wikidata.org/entity/Q23661467,Romería de San Adrián,Malpica de Bergantiños
http://www.wikidata.org/entity/Q23661468,Fiesta de la merluza del pincho de celeiro,Cillero (Vivero)
http://www.wikidata.org/entity/Q23661470,Fiesta del Percebe del Roncudo,Ponteceso
http://www.wikidata.org/entity/Q23661472,A rapa das bestas de Candaoso,Vivero
http://www.wikidata.org/entity/Q23661475,Fiesta de la Langosta y de la Cocina Marinera,La Guardia
http://www.wikidata.org/entity/Q23661480,Fiesta de las Cerezas de Paiosaco,A Laracha
http://www.wikidata.org/entity/Q23661482,Faguía do Carnés,Vimianzo
http://www.wikidata.org/entity/Q23661491,Fiesta de la Vieira,Cambados
http://www.wikidata.org/entity/Q23661493,Gran Premio de Carrilanas de Esteiro,Muros
http://www.wikidata.org/entity/Q23661495,Fiesta del Santísimo Cristo de los Afligidos (Bouzas),Bouzas
http://www.wikidata.org/entity/Q23661499,Romería de la Fraga de As Pontes,As Pontes de García Rodríguez
http://www.wikidata.org/entity/Q23661501,Oenach Atlántico,Narón
http://www.wikidata.org/entity/Q23661507,Fiesta del Pimiento,A Arnoia
http://www.wikidata.org/entity/Q23661509,Mostra da Olería de Buño,Malpica de Bergantiños
http://www.wikidata.org/entity/Q23661514,Fiesta del Pimiento de Padrón,Padrón
http://www.wikidata.org/entity/Q23661515,Festival Internacional del Emigrante,Barreiros
http://www.wikidata.org/entity/Q23661516,Festival de Pardiñas,Guitiriz
http://www.wikidata.org/entity/Q23661518,Fiestas de la Santa Cruz,Ribadeo
http://www.wikidata.org/entity/Q23661521,Fiesta de San Fins do Castro,Cabana de Bergantiños
http://www.wikidata.org/entity/Q23661523,Fiesta del Pimiento,Oimbra
http://www.wikidata.org/entity/Q23661524,Fiesta do Galo Piñeiro y muestra caballar,O Pino
http://www.wikidata.org/entity/Q23661526,Filandón de músicas de O Courel,Folgoso do Courel
http://www.wikidata.org/entity/Q23661528,Fiesta del Monte,La Guardia
http://www.wikidata.org/entity/Q23661530,Fiesta del Mejillón y del Berberecho,Villagarcía de Arosa
http://www.wikidata.org/entity/Q23661532,Fiestas de San Lorenzo,Foz
http://www.wikidata.org/entity/Q23661534,Fiesta de San Roque,Sada
http://www.wikidata.org/entity/Q23661542,Fiesta del Jamón,La Cañiza
http://www.wikidata.org/entity/Q23661547,Fiesta de la Danza de San Roque,Hío
http://www.wikidata.org/entity/Q23661553,Naufragio de Lage,Laxe
http://www.wikidata.org/entity/Q23661565,Queimada popular de Cervo,Cervo
http://www.wikidata.org/entity/Q1324590,Romería de El Rocío,Almonte
http://www.wikidata.org/entity/Q5556012,Semana Santa en Vélez-Málaga,Vélez-Málaga
http://www.wikidata.org/entity/Q5752844,Carnaval de Isla Cristina,Isla Cristina
http://www.wikidata.org/entity/Q6101908,Real Feria de Agosto (Antequera),Antequera
http://www.wikidata.org/entity/Q6124471,Semana Santa en Morón de la Frontera,Morón de la Frontera
http://www.wikidata.org/entity/Q6124481,Semana Santa en Antequera,Antequera
http://www.wikidata.org/entity/Q6124578,Semana Santa en Ronda,Ronda
http://www.wikidata.org/entity/Q6124588,Semana Santa en Sanlúcar de Barrameda,Sanlúcar de Barrameda
http://www.wikidata.org/entity/Q21590406,Semana Santa en Torredonjimeno,Torredonjimeno
http://www.wikidata.org/entity/Q23459821,Carnaval de Alhama de Granada,Alhama de Granada
http://www.wikidata.org/entity/Q23459907,Semana Santa en Las Cabezas de San Juan,Las Cabezas de San Juan
http://www.wikidata.org/entity/Q23459968,Semana Santa en Osuna,Osuna
http://www.wikidata.org/entity/Q23460093,Semana Santa en Carmona,Carmona
http://www.wikidata.org/entity/Q23460200,Semana Santa en Guadalcanal,Guadalcanal
http://www.wikidata.org/entity/Q23460256,Semana Santa en Coria del Río,Coria del Río
http://www.wikidata.org/entity/Q23460363,Semana Santa en Marchena,Marchena
http://www.wikidata.org/entity/Q23460430,Semana Santa en Alcalá de Guadaira,Alcalá de Guadaíra
http://www.wikidata.org/entity/Q23460575,Semana Santa en Alcalá del Río,Alcalá del Río
http://www.wikidata.org/entity/Q23460636,Semana Santa en La Roda de Andalucía,La Roda de Andalucía
http://www.wikidata.org/entity/Q23462866,Semana Santa en Archidona,Archidona
http://www.wikidata.org/entity/Q23462961,Semana Santa en Campillos,Campillos
http://www.wikidata.org/entity/Q23463116,Semana Santa en Alhaurín de la Torre,Alhaurín de la Torre
http://www.wikidata.org/entity/Q23481302,Pasos de Alhaurín el Grande,Alhaurín el Grande
http://www.wikidata.org/entity/Q23481408,Pasos de Istán,Istán
http://www.wikidata.org/entity/Q23481695,Semana Santa en Arriate,Arriate
http://www.wikidata.org/entity/Q23481793,Semana Santa en Aguilar de la Frontera,Aguilar de la Frontera
http://www.wikidata.org/entity/Q23481925,Semana Santa en Bujalance,Bujalance
http://www.wikidata.org/entity/Q23482012,Semana Santa en Hinojosa del Duque,Hinojosa del Duque
http://www.wikidata.org/entity/Q23482113,Semana Santa en Lucena,Lucena
http://www.wikidata.org/entity/Q23482229,Semana Santa en Montoro,Montoro
http://www.wikidata.org/entity/Q23538275,Semana Santa en Moriles,Moriles
http://www.wikidata.org/entity/Q23538279,Semana Santa en Pozoblanco,Pozoblanco
http://www.wikidata.org/entity/Q23538290,Semana Santa en Alcalá del Valle,Alcalá del Valle
http://www.wikidata.org/entity/Q23538293,Semana Santa en Espera,Espera
http://www.wikidata.org/entity/Q23538301,Semana Santa en San Roque,San Roque
http://www.wikidata.org/entity/Q23538305,Semana Santa en Setenil de las Bodegas,Setenil de las Bodegas
http://www.wikidata.org/entity/Q23538311,Semana Santa en La Línea de la Concepción,La Línea de la Concepción
http://www.wikidata.org/entity/Q23538317,Semana Santa en Alcalá la Real,Alcalá la Real
http://www.wikidata.org/entity/Q23538319,Semana Santa en Cuevas del Almanzora,Cuevas del Almanzora
http://www.wikidata.org/entity/Q23538360,Semana Santa en Vélez-Rubio,Vélez-Rubio
http://www.wikidata.org/entity/Q23538365,Semana Santa en Almuñécar,Almuñécar
http://www.wikidata.org/entity/Q23538373,Romería de las Santas,Puebla de Don Fadrique
http://www.wikidata.org/entity/Q23538379,Moros y Cristianos de Benamaurel,Benamaurel
http://www.wikidata.org/entity/Q23538431,Belén viviente de Arcos de la Frontera,Arcos de la Frontera
http://www.wikidata.org/entity/Q23540017,Cabalgata de Reyes de Sevilla,Sevilla
http://www.wikidata.org/entity/Q23540271,Fiestas de San Sebastián,Lubrín
http://www.wikidata.org/entity/Q23540407,Fiestas de San Sebastián,Olula del Río
http://www.wikidata.org/entity/Q23540526,Fiestas de las Capitulaciones de Santa Fe,Santa Fe
http://www.wikidata.org/entity/Q23540637,Moros y Cristianos de Zújar,Zújar
http://www.wikidata.org/entity/Q23540733,Romería de la Santa Virgen de la Peña,Puebla de Guzmán
http://www.wikidata.org/entity/Q23540760,Romería de San Benito Abad,El Cerro de Andévalo
http://www.wikidata.org/entity/Q23540761,Romería de Nuestra Señora Coronada,Cortelazor
http://www.wikidata.org/entity/Q23540764,Fiesta de San Isidro Labrador,Estepona
http://www.wikidata.org/entity/Q23540835,Domingos de Mayo,Priego de Córdoba
http://www.wikidata.org/entity/Q23540836,Salida de las Carretas del Rocío,Gines
http://www.wikidata.org/entity/Q23540861,Feria de la Primavera,Antequera
http://www.wikidata.org/entity/Q23540864,Romería de los Gitanos,Cabra
http://www.wikidata.org/entity/Q23540868,Velada de Santiago y de Santa Ana,Triana
http://www.wikidata.org/entity/Q23540870,Exaltación del Río Guadalquivir,Sanlúcar de Barrameda
http://www.wikidata.org/entity/Q23540877,Exposición de Alfarería y Cerámica,La Rambla
http://www.wikidata.org/entity/Q23540895,Festival del Cante Grande,Puente Genil
http://www.wikidata.org/entity/Q23540970,Rifa de Nuestra Señora de la Fuensanta ,Pizarra
http://www.wikidata.org/entity/Q23541011,Moros y Cristianos de Quéntar,Quéntar
http://www.wikidata.org/entity/Q23541026,Fiesta en Honor a Nuestra Señora del Rosario ,Carrión de los Céspedes
http://www.wikidata.org/entity/Q23541043,Fiestas de la Fuente del Vino,Cádiar
http://www.wikidata.org/entity/Q23541062,Encierros Taurinos,La Peza
http://www.wikidata.org/entity/Q23541081,Romería del Día de Jeva,Antequera
http://www.wikidata.org/entity/Q23541106,Feria y Fiestas de la Vendimia,Villanueva del Ariscal
http://www.wikidata.org/entity/Q23541123,Fiesta del Verdeo,Arahal
http://www.wikidata.org/entity/Q23541152,Cabalgata Agrícola ,Tarifa
http://www.wikidata.org/entity/Q23541165,Los Piostros,Pedroche
http://www.wikidata.org/entity/Q23541253,Romería de Nuestra Señora de los Ángeles,Alájar
http://www.wikidata.org/entity/Q23541265,Romería de la Virgen Saliente,Albox
http://www.wikidata.org/entity/Q23541279,Fiestas de Nuestra Señora de Regla,Chipiona
http://www.wikidata.org/entity/Q922592,Festival Intercéltico de Avilés,Avilés
http://www.wikidata.org/entity/Q1749242,Rally Príncipe de Asturias,
http://www.wikidata.org/entity/Q5494246,Les Carroces de Valdesoto,Valdesoto
http://www.wikidata.org/entity/Q5550927,Fiesta del Cordero,
http://www.wikidata.org/entity/Q5801467,Fiesta de los Humanitarios,Moreda
http://www.wikidata.org/entity/Q5803870,Descenso Folclórico del Nalón,Pola de Laviana
http://www.wikidata.org/entity/Q5815817,Día de los Pueblos de Asturias,Parroquia de Navelgas
http://www.wikidata.org/entity/Q5821244,El Carmín,Pola de Siero
http://www.wikidata.org/entity/Q5858861,Feria de la Ascensión,Oviedo
http://www.wikidata.org/entity/Q5861667,Fiesta de Antroxu (Gijón),Gijón
http://www.wikidata.org/entity/Q5861670,Fiesta de L'Amuravela,Cudillero
http://www.wikidata.org/entity/Q5861671,Fiesta de La Regalina,Cadavedo
http://www.wikidata.org/entity/Q5861676,Fiesta de Nuestra Señora de Andrín,Andrín
http://www.wikidata.org/entity/Q5861677,Fiesta de Nuestra Señora del Carmen y la Magdalena,Cangas del Narcea
http://www.wikidata.org/entity/Q5861678,Fiesta de Nuestra Señora del Cébrano,Carrea
http://www.wikidata.org/entity/Q5861683,Fiesta de San Antonio de Padua (Cangas de Onís),Cangas de Onís
http://www.wikidata.org/entity/Q5861692,Fiesta de San Roque (Llanes),Llanes
http://www.wikidata.org/entity/Q5861749,Fiesta del Alba,Salcedo
http://www.wikidata.org/entity/Q5861750,Fiesta del Antroxu (Avilés),Avilés
http://www.wikidata.org/entity/Q5861751,Fiesta del Asturcón,
http://www.wikidata.org/entity/Q5861752,Fiesta del Bollo,Avilés
http://www.wikidata.org/entity/Q5861754,Fiesta del Bollo de La Peruyal,Arriondas
http://www.wikidata.org/entity/Q5861772,Fiesta del Pastor,Lagos de Covadonga
http://www.wikidata.org/entity/Q5931264,Jira al embalse de Trasona,Trasona
http://www.wikidata.org/entity/Q5979697,Los Exconxuraos,Llanera
http://www.wikidata.org/entity/Q6111497,Romería de los Santos Mártires de Valdecuna,
http://www.wikidata.org/entity/Q6124486,Semana Santa en Avilés,Avilés
http://www.wikidata.org/entity/Q8961531,Festival del Arroz con Leche,Santa Eulalia
http://www.wikidata.org/entity/Q8961602,Fiesta de los Huevos Pintos,Pola de Siero
http://www.wikidata.org/entity/Q23657351,Fiesta del Guirria y del Aguinaldo,San Juan de Beleño
http://www.wikidata.org/entity/Q23657352,Jornadas Gastronómicas de la Matanza de Amieva y Alto Sella,Amieva
http://www.wikidata.org/entity/Q23657354,Semana Santa en Villaviciosa,Villaviciosa
http://www.wikidata.org/entity/Q23657357,Fiesta del Picadillo y el Sabadiego,Noreña
http://www.wikidata.org/entity/Q23657359,Feria del Salmón,Cornellana
http://www.wikidata.org/entity/Q23657360,Alfombras florales del Corpus,Castropol
http://www.wikidata.org/entity/Q23657362,Mercado Astur,Nava
http://www.wikidata.org/entity/Q23657364,La Sacramental,Cue
http://www.wikidata.org/entity/Q23657367,Procesión marinera de San Juan,San Juan de la Arena
http://www.wikidata.org/entity/Q23657369,Campeonato Nacional del Bateo de Oro,Parroquia de Navelgas
http://www.wikidata.org/entity/Q23657370,Festival de Bandas de Gaitas Villa de Candás,Candás
http://www.wikidata.org/entity/Q23657395,Fiesta de Santa María Magdalena,Cangas del Narcea
http://www.wikidata.org/entity/Q23657396,Fiesta de Santa María Magdalena,Llanes
http://www.wikidata.org/entity/Q23657397,Fiesta Vaqueira,Tineo
http://www.wikidata.org/entity/Q23657444,Festival Intercéltico de Occidente,Tapia de Casariego
http://www.wikidata.org/entity/Q23657644,Torneo de Tenis Playa de Luanco,Luanco
http://www.wikidata.org/entity/Q23657661,Festival de la Sardina,Candás
http://www.wikidata.org/entity/Q23657664,Mercado Vaqueiro,San Martín de Luiña
http://www.wikidata.org/entity/Q23657667,Mercado tradicional de Oles,Oles
http://www.wikidata.org/entity/Q23657669,Fiesta de San Roque,Tineo
http://www.wikidata.org/entity/Q23657673,Fiesta de San Pedrín de la Cueva,Narzana
http://www.wikidata.org/entity/Q23657676,Primer desembarco de Carlos V,Tazones
http://www.wikidata.org/entity/Q23657679,Fiesta de San Timoteo,Luarca
http://www.wikidata.org/entity/Q23657684,Certamen del Queso Casín,Campo de Caso
http://www.wikidata.org/entity/Q23657687,El Carmen de Torazo,Torazo
http://www.wikidata.org/entity/Q23657689,Certamen del Queso de Cabrales,Las Arenas
http://www.wikidata.org/entity/Q23657695,Festival de la Sidra Natural,Gijón
http://www.wikidata.org/entity/Q23657702,Fiesta de Nuestra Señora del Carbayo,Langreo
http://www.wikidata.org/entity/Q23657708,Fiesta del Santo Cristo del Amparo,Llanes
http://www.wikidata.org/entity/Q23657711,Festival de la Avellana,Infiesto
http://www.wikidata.org/entity/Q23657717,Festival de la Manzana,Villaviciosa
http://www.wikidata.org/entity/Q23657723,Fiesta de la Vendimia del Vino de Calidad,Cangas del Narcea
http://www.wikidata.org/entity/Q23657727,Certamen del Queso de Gamonedo,Benia de Onís
http://www.wikidata.org/entity/Q23657808,Noche Mágica y Festival del Esfoyón y el Amagosto,Parroquia de Navelgas
http://www.wikidata.org/entity/Q23658015,Fiesta de los Nabos,Sotrondio
http://www.wikidata.org/entity/Q23658020,Fiesta de las Cebollas Rellenas,El Entrego
http://www.wikidata.org/entity/Q6135210,Suelta de la Gata Negra,Carasa
http://www.wikidata.org/entity/Q23657172,Cabalgata de Reyes de Seña,Seña
http://www.wikidata.org/entity/Q23657175,La Perola,Vargas (Cantabria)
http://www.wikidata.org/entity/Q23657178,Semana Santa en Santander,Santander
http://www.wikidata.org/entity/Q23657181,Procesión de la Santuca,Aniezo
http://www.wikidata.org/entity/Q23657184,Día Infantil de Cantabria,Santander
http://www.wikidata.org/entity/Q23657187,Noche de San Juan,Soto de la Marina
http://www.wikidata.org/entity/Q23657189,Verbena del Mantón,Ramales de la Victoria
http://www.wikidata.org/entity/Q23657194,Fiesta de la Virgen de la Salud,Espinama
http://www.wikidata.org/entity/Q23657197,Fiesta de San Benito,Barcenaciones
http://www.wikidata.org/entity/Q23657201,Baños de Ola,Santander
http://www.wikidata.org/entity/Q23657204,Fiesta del Carmen,Revilla (Camargo)
http://www.wikidata.org/entity/Q23657207,Fiesta de la Virgen del Carmen,Suances
http://www.wikidata.org/entity/Q23657210,Procesión de la Luz,Las Fraguas (Cantabria)
http://www.wikidata.org/entity/Q23657211,Feria de Santiago,Santander
http://www.wikidata.org/entity/Q23657216,Fiesta de San Pantaleón,Escobedo de Camargo
http://www.wikidata.org/entity/Q23657218,Feria de la Hoya,La Matanza (Cantabria)
http://www.wikidata.org/entity/Q23657221,Fiesta de San Carlos,Fuente Dé
http://www.wikidata.org/entity/Q23657224,Fiesta de la Virgen de Valvanuz,Selaya
http://www.wikidata.org/entity/Q23657226,Subida a la Braña Los Tejos,Cicera
http://www.wikidata.org/entity/Q23657227,La Semanuca,Santander
http://www.wikidata.org/entity/Q23657229,Fiesta de San Tirso,Ojedo
http://www.wikidata.org/entity/Q23657232,Descenso Internacional del Deva,Unquera
http://www.wikidata.org/entity/Q23657235,Fiesta de San Vicente,Lloreda
http://www.wikidata.org/entity/Q23657237,Fiesta del Cocido,Ucieda
http://www.wikidata.org/entity/Q23657239,Encierros de Ampuero,Ampuero
http://www.wikidata.org/entity/Q23657243,Fiesta de la Virgen de Valencia,Vioño de Piélagos
http://www.wikidata.org/entity/Q23657244,Fiesta de la Virgen de la Luz,Cabezón de Liébana
http://www.wikidata.org/entity/Q23657246,Carrera de caballos de Molledo,Molledo
http://www.wikidata.org/entity/Q23657249,La Gran Marmitada,Santoña
http://www.wikidata.org/entity/Q23657252,Fiesta de la Cruz,Potes
http://www.wikidata.org/entity/Q23657256,La Bien Aparecida,Ampuero
http://www.wikidata.org/entity/Q23657262,Fiesta de San Cipriano,San Miguel
http://www.wikidata.org/entity/Q23657265,Desfile de Carrozas,Reinosa
http://www.wikidata.org/entity/Q23657266,Desembarco de Carlos V,Laredo
http://www.wikidata.org/entity/Q23657267,Último viaje de Carlos V,El Prado
http://www.wikidata.org/entity/Q23657269,Olimpiada Tudanca,Cabezón de la Sal
http://www.wikidata.org/entity/Q23657271,Fiesta de San Andrés,Castro Urdiales
http://www.wikidata.org/entity/Q23657272,Feria de la Alubia y la Hortaliza,Casar de Periedo
http://www.wikidata.org/entity/Q5398070,Fiestas de San Roque,Calatayud
http://www.wikidata.org/entity/Q5561151,Alfonsadas,Calatayud
http://www.wikidata.org/entity/Q5797961,Dance de Tauste,Tauste
http://www.wikidata.org/entity/Q5860858,Festa del Tossino,Albelda
http://www.wikidata.org/entity/Q11907722,Ball dels Salvatges,Benabarre
http://www.wikidata.org/entity/Q23541328,Semana Santa en Calatayud,Calatayud
http://www.wikidata.org/entity/Q23617579,Semana Santa en Ateca,Ateca
http://www.wikidata.org/entity/Q23617764,Semana Santa en Torrijo de la Cañada,Torrijo de la Cañada
http://www.wikidata.org/entity/Q23617942,Semana Santa en Huesca,Huesca
http://www.wikidata.org/entity/Q23618106,Semana Santa en Caspe,Caspe
http://www.wikidata.org/entity/Q23639912,Semana Santa en Barbastro,Barbastro
http://www.wikidata.org/entity/Q23640009,Semana Santa en Tarazona,Tarazona
http://www.wikidata.org/entity/Q23640138,Semana Santa en Valderrobres,Valderrobres
http://www.wikidata.org/entity/Q23640203,Semana Santa en Jaca,Jaca
http://www.wikidata.org/entity/Q23640206,Semana Santa en Tauste,Tauste
http://www.wikidata.org/entity/Q23640213,Semana Santa en Sarrión,Sarrión
http://www.wikidata.org/entity/Q23640219,Subida a la Encomienda,Alfambra
http://www.wikidata.org/entity/Q23640239,Semana Santa en Ejea de los Caballeros,Ejea de los Caballeros
http://www.wikidata.org/entity/Q23640245,La Enclavación,Ayerbe
http://www.wikidata.org/entity/Q23641859,Fiesta de San Antonio,Matarraña
http://www.wikidata.org/entity/Q23641876,Fiestas de San Sebastián,Castelserás
http://www.wikidata.org/entity/Q23641877,Fiesta de los Sanantones y la Encamisada,Estercuel
http://www.wikidata.org/entity/Q23641879,Fiestas de San Blas,Ateca
http://www.wikidata.org/entity/Q23657061,Bodas de Isabel de Segura,Teruel
http://www.wikidata.org/entity/Q23657062,Conmemoración del nacimiento de Fernando II de Aragón,Sos del Rey Católico
http://www.wikidata.org/entity/Q23657064,Fiestas celtíberas de Segeda,Mara
http://www.wikidata.org/entity/Q23657066,Fiesta del Crespillo,Barbastro
http://www.wikidata.org/entity/Q23657067,Rosario de Cristal,Tauste
http://www.wikidata.org/entity/Q23657071,Primer viernes de mayo,Jaca
http://www.wikidata.org/entity/Q23657075,Rosario de Cristal,Borja
http://www.wikidata.org/entity/Q23657079,Fiestas de San Pascual Bailón,Terrer
http://www.wikidata.org/entity/Q23657080,Fiesta de San Juan Lorenzo,Cetina
http://www.wikidata.org/entity/Q23657082,Homenaje a Guillem de Mont-Rodón,Monzón
http://www.wikidata.org/entity/Q23657086,Corpus Christi en Daroca,Daroca
http://www.wikidata.org/entity/Q23657090,Alfombras del Corpus Christi,Tamarite de Litera
http://www.wikidata.org/entity/Q23657092,Dance de Gallur,Gallur
http://www.wikidata.org/entity/Q23657094,Toro de Sogas,Pina de Ebro
http://www.wikidata.org/entity/Q23657102,Conmemoración del Compromiso de Caspe,Caspe
http://www.wikidata.org/entity/Q23657108,Fiesta de San Cristóbal,Munébrega
http://www.wikidata.org/entity/Q23657110,Día de la Longaniza,Graus
http://www.wikidata.org/entity/Q23657113,Mercado Medieval de Daroca,Daroca
http://www.wikidata.org/entity/Q23657116,Baile de San Roque,Calamocha
http://www.wikidata.org/entity/Q23657119,Fiesta de las Migas y Vino en Teja,Romanos (Zaragoza)
http://www.wikidata.org/entity/Q23657120,La Morisma,Aínsa-Sobrarbe
http://www.wikidata.org/entity/Q23657122,Sitio de Barbastro,Barbastro
http://www.wikidata.org/entity/Q23657123,Dance de Sariñena,Sariñena
http://www.wikidata.org/entity/Q23657130,Paloteo de Longares,Longares
http://www.wikidata.org/entity/Q23657133,Fiesta de la Virgen de la Corona,Almudévar
http://www.wikidata.org/entity/Q23657137,Toro de Ronda de Cariñena,Cariñena
http://www.wikidata.org/entity/Q23657142,Día del Encierro Andando,Novallas
http://www.wikidata.org/entity/Q23657153,Pesaje de los Niños,Lituénigo
http://www.wikidata.org/entity/Q23657156,Dance de Sena,Sena
http://www.wikidata.org/entity/Q23657159,Bautizo del Alcalde,Monzón
http://www.wikidata.org/entity/Q24940835,La Vaquilla del Ángel,Teruel
http://www.wikidata.org/entity/Q47092271,Feria de la Brujería,Trasmoz
http://www.wikidata.org/entity/Q47092312,Semana Santa de Pinseque,Pinseque
http://www.wikidata.org/entity/Q47092322,Recreación Histórica de la Estancia del Santo Grial en Bailo,Bailo
http://www.wikidata.org/entity/Q47092389,Crónicas de un Pueblo: Maluenda,Maluenda
http://www.wikidata.org/entity/Q47092614,Festival de la Vendimia de Cariñena,Cariñena
http://www.wikidata.org/entity/Q47092625,Feria Mudéjar,Utebo
http://www.wikidata.org/entity/Q47092656,Semana Santa de Used,Used (Zaragoza)
http://www.wikidata.org/entity/Q47092675,Alfombras del Santísimo Misterio,Aguaviva
http://www.wikidata.org/entity/Q5647870,Moros y Cristianos de Caudete,Caudete
http://www.wikidata.org/entity/Q5678437,Juego de las caras,Calzada de Calatrava
http://www.wikidata.org/entity/Q5752800,Carnaval de Alcázar de San Juan,Alcázar de San Juan
http://www.wikidata.org/entity/Q5752834,Carnaval de Herencia,Herencia
http://www.wikidata.org/entity/Q5752894,Carnaval de Tarazona de la Mancha,Tarazona de la Mancha
http://www.wikidata.org/entity/Q5861757,Corpus Christi en Lagartera,Lagartera
http://www.wikidata.org/entity/Q5861777,Fiesta del olivo,Mora
http://www.wikidata.org/entity/Q5963246,La Endiablada,Almonacid del Marquesado
http://www.wikidata.org/entity/Q6059632,Pandorga (Ciudad Real),Ciudad Real
http://www.wikidata.org/entity/Q6124463,Semana Santa de Daimiel,Daimiel
http://www.wikidata.org/entity/Q6124601,Semana Santa en Villarrobledo,Villarrobledo
http://www.wikidata.org/entity/Q6141665,Tenorio Mendocino,Guadalajara
http://www.wikidata.org/entity/Q17462597,Semana Santa en Albacete,Castilla-La Mancha
http://www.wikidata.org/entity/Q17462597,Semana Santa en Albacete,Albacete
http://www.wikidata.org/entity/Q20021409,Pasión Viviente de Motilla del Palancar,Motilla del Palancar
http://www.wikidata.org/entity/Q21993627,Semana Santa en Calzada de Calatrava,Calzada de Calatrava
http://www.wikidata.org/entity/Q23640584,La Borricá,Torrenueva
http://www.wikidata.org/entity/Q23640591,Carnaval de Almadén,Almadén
http://www.wikidata.org/entity/Q23640594,Carnaval de Miguelturra,Miguelturra
http://www.wikidata.org/entity/Q23640597,Carnaval de La Roda,La Roda
http://www.wikidata.org/entity/Q23640600,Domingo de Piñata de Ciudad Real,Ciudad Real
http://www.wikidata.org/entity/Q23640623,Semana Santa en El Bonillo,El Bonillo
http://www.wikidata.org/entity/Q23642570,Semana Santa en Campo de Calatrava,Campo de Calatrava
http://www.wikidata.org/entity/Q23642671,Semana Santa en Campo de Criptana,Campo de Criptana
http://www.wikidata.org/entity/Q23647844,Semana Santa en Chinchilla de Montearagón,Chinchilla de Montearagón
http://www.wikidata.org/entity/Q23647847,Semana Santa en Corral de Almaguer,Corral de Almaguer
http://www.wikidata.org/entity/Q23647850,Semana Santa en Guadalajara,Guadalajara
http://www.wikidata.org/entity/Q23647851,Semana Santa en Quintanar de la Orden,Quintanar de la Orden
